word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_(,char_freq_[,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam
-1.0,-1.0,-0.3870967741935484,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7490494296577946,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7516339869281046,-1.0,-1.0,-1.0,-0.8079692750840134,-0.8137254901960784,-0.84,-0.8547854785478548,-0.8547854785478548,-0.7755102040816326,-0.8944,-0.7092511013215859,-1.0,-0.7092511013215859,-0.9339999999999999,-0.7092511013215859,-1.0,-1.0,-0.8646153846153846,-0.7092511013215859,-1.0,-1.0,-0.6302521008403361,-1.0,-0.9339999999999999,-1.0,-1.0,-1.0,-0.8626059079459584,-0.9589827727645611,-0.9509924038225925,-1.0,-1.0,-1.0,-0.9980813326800588,-0.9977973568281939,-0.9809164098996123,0
-1.0,-1.0,-0.3963133640552995,-1.0,-0.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8655635987590486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2633053221288516,-0.7832783278327833,-0.1409897292250235,-1.0,-1.0,-0.7312820512820513,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7136563876651982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9146934295123099,-0.9661438884739856,-1.0,-0.9957413032827046,-0.9915899078894674,-0.9673988669118377,1
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8403361344537815,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7801248199711954,-0.8403361344537815,-1.0,-0.2431243124312431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.771,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9665709598031174,-1.0,-1.0,-1.0,-1.0,-0.995531602155806,-0.9971966359631559,-0.9838982208527979,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9636963696369637,-1.0,-0.8614270941054809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7647058823529411,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.967,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.967,-0.9700680272108844,-1.0,-1.0,-0.8717655140828944,-0.9425758818703855,-1.0,-0.9882912550311014,-0.8327109783420463,-1.0,-0.9961587457128859,-0.9963956748097718,-0.9560679852897326,1
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.953781512605042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9392290249433106,-1.0,-0.9339999999999999,-1.0,-0.9913863822805579,-1.0,-1.0,-1.0,-1.0,-0.9970230279274866,-0.9909891870244294,-0.974157638405725,0
-0.9032258064516129,-1.0,-0.9032258064516129,-0.9901892081289418,-0.874,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6781609195402298,-1.0,-0.9243243243243243,-1.0,-1.0,-0.832,-1.0,-0.8907672301690508,-0.7338935574229692,-1.0,-1.0,-1.0,-0.9229357798165138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9074889867841409,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.993642329778507,-1.0,-0.960901155193142,-0.9691311924321633,-1.0,-0.9962920137187654,-0.985983179815779,-0.9196898916608687,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.827027027027027,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9539126260201632,-0.7296918767507004,-1.0,-1.0,-0.8943894389438944,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.36563876651982385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.856,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9376538146021329,-1.0,-1.0,-0.8182723425441872,-1.0,-0.996048995590397,-0.998197837404886,-0.9630255441804989,0
-1.0,-0.9509803921568627,-0.8387096774193549,-1.0,-0.786,-1.0,-1.0,-0.8844884488448845,-1.0,-0.8822882288228823,-1.0,-0.8531540847983454,-1.0,-1.0,-1.0,-1.0,-0.72265625,-0.8153446033810143,-0.6008403361344538,-1.0,-0.5331465919701215,-1.0,-0.4788990825688074,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8458149779735683,-1.0,-1.0,-1.0,-1.0,-0.965,-1.0,-1.0,-1.0,-1.0,-0.9507793273174734,-1.0,-0.9749098322095029,-0.8805078416728902,-1.0,-0.9952689857912789,-0.9951942330796957,-0.9723685518338137,1
-1.0,-1.0,-0.7788018433179724,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9007238883143743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8238532110091743,-1.0,-0.8617378780604896,-0.7296918767507004,-1.0,-1.0,-0.6831683168316831,-0.5102040816326531,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.36563876651982385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.952,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9875594584705452,-0.9706248444112522,-1.0,-0.9899167074963254,-0.9771726071285544,-0.9330086472517641,0
-0.6451612903225806,-0.9467787114845938,-0.6451612903225806,-1.0,-1.0,-0.8061224489795918,-1.0,-0.8118811881188119,-0.5627376425855513,-0.8734873487348735,-1.0,-0.921406411582213,-0.863063063063063,-1.0,-0.19580419580419572,-0.962,-0.92578125,-0.4486345903771132,-0.7030812324929971,-0.8734873487348735,-0.7852474323062559,-1.0,-0.5045871559633028,-0.842051282051282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9876345317151363,-0.9944626743232158,-1.0,-0.9542104437823428,-0.9049041573313418,-0.9917739355624953,-0.9733091621754043,-0.8950740889066882,-0.817115594871285,1
-1.0,-0.9509803921568627,-0.8387096774193549,-1.0,-1.0,-0.8809523809523809,-1.0,-1.0,-1.0,-0.9614961496149615,-1.0,-0.8531540847983454,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.49859943977591037,-1.0,-0.800186741363212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.922992299229923,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9282051282051282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9753896636587367,-0.9705954422935555,-1.0,-1.0,-1.0,-0.9984576188143068,-0.9979975971165399,-0.9767418745651525,0
-1.0,-1.0,-0.5898617511520737,-1.0,-0.912,-0.8503401360544218,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8159255429162358,-1.0,-0.828125,-1.0,-1.0,-0.65234375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.828132501200192,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6079295154185023,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.956,-1.0,-1.0,-1.0,-1.0,-0.9731337161607876,-1.0,-1.0,-1.0,-1.0,-0.9988045075943166,-0.9975971165398478,-0.9813139846933704,0
-1.0,-1.0,-0.5299539170506913,-1.0,-0.898,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.898,-1.0,-1.0,-0.7857142857142857,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.949,-1.0,-1.0,-1.0,-1.0,-0.9815422477440525,-1.0,-0.9433380377397941,-1.0,-1.0,-0.99809505144537,-0.9963956748097718,-0.9711758274525394,1
-1.0,-1.0,-1.0,-1.0,-0.474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6316526610644257,-1.0,-0.5088702147525678,-1.0,-1.0,-1.0,-0.4949591934709553,-0.6316526610644257,-0.7896,-0.42134213421342137,-0.42134213421342137,-0.10544217687074842,-0.5791999999999999,0.15859030837004395,-1.0,0.15859030837004395,-0.737,0.15859030837004395,-1.0,-1.0,-1.0,0.15859030837004395,-1.0,-1.0,-1.0,-0.737,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8373666940114848,-1.0,-1.0,-1.0,-1.0,-0.9959314061734444,-0.9979975971165399,-0.9922472915217174,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7336,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9992048504124837,0
-1.0,-1.0,-0.8341013824884793,-1.0,-0.928,-1.0,-1.0,-1.0,-0.8631178707224334,-0.9603960396039604,-1.0,-0.9255429162357808,-1.0,-0.57421875,-1.0,-0.6379999999999999,-1.0,-1.0,-0.4915966386554622,-1.0,-0.7292250233426705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9743642329778507,-1.0,-0.9869322042757828,-1.0,-1.0,-0.999437530622244,-0.999199038846616,-0.9815127720902493,1
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7455592894863179,0.2731092436974789,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9980401763841256,-0.999599519423308,-0.9994036378093628,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.31127197518097205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9994036378093628,0
-1.0,-1.0,-0.47926267281105994,-1.0,-0.926,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.926,-1.0,-0.9037711313394018,-0.8417366946778712,-1.0,-0.930905695611578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9702625102543068,-1.0,-0.9544195285139303,-1.0,-1.0,-0.9984478196962274,-0.9891870244293153,-0.9709770400556604,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8207282913165266,-1.0,-0.7609710550887021,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9269248863101772,-0.5359721184963904,-1.0,-0.9919980401763842,-0.9923908690428515,-0.9759467249776363,1
-1.0,-0.8753501400560224,-1.0,-1.0,-0.822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6792792792792792,-1.0,-1.0,-0.822,-1.0,-1.0,-0.12464985994397759,-0.7062706270627063,-0.6676003734827265,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6079295154185023,-1.0,-1.0,-1.0,-1.0,-0.911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8819716690188699,-0.7595220313666916,-1.0,-0.9983811856932877,-0.998197837404886,-0.9918497167279594,1
-0.8018433179723502,-0.9439775910364145,-0.8294930875576036,-1.0,-0.97,-0.9693877551020408,-0.97,-0.9603960396039604,-0.8098859315589353,-0.8932893289328933,-0.8084291187739463,-0.8572905894519132,-0.8558558558558558,-0.5859375,-0.9790209790209791,-0.97,-0.90234375,-1.0,-0.6400560224089635,-1.0,-0.7366946778711485,-0.8502923976608188,-0.8862385321100917,-0.8851282051282051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.994,-1.0,-1.0,-1.0,-0.985802610487749,-0.9749794913863823,-0.9950992403822593,-0.9639328838011604,-0.7908887229275579,-0.959479015918958,-0.9862498775110241,-0.9645574689627554,-0.34360401550541686,1
